,Title,Time,Revid,Kind,User,Comment,Rating,Content
10,Prince Charming (2001 film),2006-12-11 22:11:14,93669883,False,Flami72,/* See also */ added category,NA,"Prince Charming is a comedy, a modern-day fairy tale, relating the story of a Prince who is cursed, his wizard manservant, and the modern-day women who lift the curse. This made for television movie starred Martin Short as the wizard manservant forever trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
Template:Spoilers
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his manservant Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse for a short time and turning the Prince and Rodney into their true human selves, (although dressed very oddly).
The Prince and Rodney begin their adventures in the strange city, learning to eat and dress with the help of Kate. When the Prince in human form meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
"
11,Prince Charming (2001 film),2006-12-13 13:32:34,94048956,False,Flami72,"changed Martin Short's character from ""manservant"" to ""squire""",NA,"Prince Charming is a comedy, a modern-day fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the modern-day women who lift the curse. This made for television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
Template:Spoilers
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse for a short time and turning the Prince and Rodney into their true human selves (although dressed very oddly).
The Prince and Rodney begin their adventures in the strange city, learning to eat and dress with the help of Kate. When the Prince in human form meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
"
12,Prince Charming (2001 film),2006-12-14 19:01:14,94334107,False,Flami72,/* External links */ added RHI Films,NA,"Prince Charming is a comedy, a modern-day fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the modern-day women who lift the curse. This made for television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
Template:Spoilers
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse for a short time and turning the Prince and Rodney into their true human selves (although dressed very oddly).
The Prince and Rodney begin their adventures in the strange city, learning to eat and dress with the help of Kate. When the Prince in human form meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
"
13,Prince Charming (2001 film),2006-12-14 19:05:23,94335017,False,Flami72,/* Plot Summary */ clarify  plot summary,NA,"Prince Charming is a comedy, a modern-day fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the modern-day women who lift the curse. This made for television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
Template:Spoilers
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse until the next full moon, and turning the Prince and Rodney into their true human selves (although dressed very oddly).
Prince John and Rodney begin their search for the woman who kissed  John, with the help of Kate. When the Prince in human form finally meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
"
14,Prince Charming (2001 film),2006-12-27 19:16:51,96784149,False,Flami72,minor plot clarifications,NA,"Prince Charming is a comical fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the present-day women who lift the curse. This made-for-television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
Template:Spoilers
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse until the next full moon, and turning the Prince and Rodney into their true human selves (although dressed very oddly).
Prince John and Rodney begin their search for the woman who kissed  John, with the help of Kate. When the Prince in human form finally meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
"
15,Prince Charming (2001 film),2007-01-05 02:17:18,98556154,False,Flami72,correct mistake in release date,NA,"Prince Charming is a comical fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the present-day women who lift the curse. This made-for-television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
Template:Spoilers
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse until the next full moon, and turning the Prince and Rodney into their true human selves (although dressed very oddly).
Prince John and Rodney begin their search for the woman who kissed  John, with the help of Kate. When the Prince in human form finally meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
"
16,Prince Charming (2001 film),2007-01-05 02:24:54,98557584,False,Flami72,/* Trivia */ added Andrea Martin and Martin Short relationship,NA,"Prince Charming is a comical fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the present-day women who lift the curse. This made-for-television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
Template:Spoilers
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse until the next full moon, and turning the Prince and Rodney into their true human selves (although dressed very oddly).
Prince John and Rodney begin their search for the woman who kissed  John, with the help of Kate. When the Prince in human form finally meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
Andrea Martin was married to Martin Short's wife's brother (making her an ex-sister-in-law of Short).
"
17,Prince Charming (2001 film),2007-01-20 01:51:19,101917057,True,CmdrObot,Wikipedia URL→wikilink (2),NA,"Prince Charming is a comical fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the present-day women who lift the curse. This made-for-television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
Template:Spoilers
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse until the next full moon, and turning the Prince and Rodney into their true human selves (although dressed very oddly).
Prince John and Rodney begin their search for the woman who kissed  John, with the help of Kate. When the Prince in human form finally meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
Andrea Martin was married to Martin Short's wife's brother (making her an ex-sister-in-law of Short).
"
18,Prince Charming (2001 film),2007-06-02 17:46:52,135358830,True,David Gerard,Removing redundant per [[Wikipedia:Spoiler]] - using [[Wikipedia:AWB|AWB]],NA,"Prince Charming is a comical fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the present-day women who lift the curse. This made-for-television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse until the next full moon, and turning the Prince and Rodney into their true human selves (although dressed very oddly).
Prince John and Rodney begin their search for the woman who kissed  John, with the help of Kate. When the Prince in human form finally meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
Andrea Martin was married to Martin Short's wife's brother (making her an ex-sister-in-law of Short).
"
19,Prince Charming (2001 film),2008-07-13 10:20:49,225374799,True,Tim!,cats,NA,"Prince Charming is a comical fairy tale, relating the story of a Prince who is cursed, his wizard squire, and the present-day women who lift the curse. This made-for-television movie starred Martin Short as the wizard squire trying to keep his Prince Sean Maguire from harm, with Christina Applegate as the woman who wins the Prince's love and Bernadette Peters as an actress who inadvertently lifts a 500-year curse.
On his wedding day, the Prince commits a romantic indiscretion and is ""frogged""--cursed by turning him into a frog for eternity unless a woman kisses him and marries him. For good measure, his squire Rodney is also frogged.
Moving forward 500 years, the Prince and Rodney, in the form of frogs, find themselves in New York's Central Park, where the Prince sees Kate driving her horse-drawn carriage and falls in love with her.  However, Margo impetuously picks up the Prince-frog and kisses him, breaking the curse until the next full moon, and turning the Prince and Rodney into their true human selves (although dressed very oddly).
Prince John and Rodney begin their search for the woman who kissed  John, with the help of Kate. When the Prince in human form finally meets Margo, while performing Shakespeare's ""Romeo and Juliet"", she decides to make her unfaithful lover, Hamish, jealous by initiating a romantic tryst. The Prince, realizing that he must marry Margo in order to permanently break the curse, proposes marriage. Meanwhile, Rodney finds in Serena a fellow ""wizard"" and they try to find potions, etc, that will break the curse. 
In the end, the three couples manage to find themselves with the right person, the curse is forever broken by true love, and all marry to live happily ever after.
This movie reunites Bernadette Peters with her costar from Broadway's The Goodbye Girl, Martin Short, and her director from the movie Heartbeeps, Alan Arkush.
Andrea Martin was married to Martin Short's wife's brother (making her an ex-sister-in-law of Short).
"
